"Id","StepTotal","date"
1503960366,13162,2016-04-12
1503960366,10735,2016-04-13
1503960366,10460,2016-04-14
1503960366,9762,2016-04-15
1503960366,12669,2016-04-16
1503960366,9705,2016-04-17
1503960366,13019,2016-04-18
1503960366,15506,2016-04-19
1503960366,10544,2016-04-20
1503960366,9819,2016-04-21
1503960366,12764,2016-04-22
1503960366,14371,2016-04-23
1503960366,10039,2016-04-24
1503960366,15355,2016-04-25
1503960366,13755,2016-04-26
1503960366,18134,2016-04-27
1503960366,13154,2016-04-28
1503960366,11181,2016-04-29
1503960366,14673,2016-04-30
1503960366,10602,2016-05-01
1503960366,14727,2016-05-02
1503960366,15103,2016-05-03
1503960366,11100,2016-05-04
1503960366,14070,2016-05-05
1503960366,12159,2016-05-06
1503960366,11992,2016-05-07
1503960366,10060,2016-05-08
1503960366,12022,2016-05-09
1503960366,12207,2016-05-10
1503960366,12770,2016-05-11
1503960366,0,2016-05-12
1624580081,8163,2016-04-12
1624580081,7007,2016-04-13
1624580081,9107,2016-04-14
1624580081,1510,2016-04-15
1624580081,5370,2016-04-16
1624580081,6175,2016-04-17
1624580081,10536,2016-04-18
1624580081,2916,2016-04-19
1624580081,4974,2016-04-20
1624580081,6349,2016-04-21
1624580081,4026,2016-04-22
1624580081,8538,2016-04-23
1624580081,6076,2016-04-24
1624580081,6497,2016-04-25
1624580081,2826,2016-04-26
1624580081,8367,2016-04-27
1624580081,2759,2016-04-28
1624580081,2390,2016-04-29
1624580081,6474,2016-04-30
1624580081,36019,2016-05-01
1624580081,7155,2016-05-02
1624580081,2100,2016-05-03
1624580081,2193,2016-05-04
1624580081,2470,2016-05-05
1624580081,1727,2016-05-06
1624580081,2104,2016-05-07
1624580081,3427,2016-05-08
1624580081,1732,2016-05-09
1624580081,2969,2016-05-10
1624580081,3134,2016-05-11
1624580081,2971,2016-05-12
1644430081,10694,2016-04-12
1644430081,8001,2016-04-13
1644430081,11037,2016-04-14
1644430081,5263,2016-04-15
1644430081,15300,2016-04-16
1644430081,8757,2016-04-17
1644430081,7132,2016-04-18
1644430081,11256,2016-04-19
1644430081,2436,2016-04-20
1644430081,1223,2016-04-21
1644430081,3673,2016-04-22
1644430081,6637,2016-04-23
1644430081,3321,2016-04-24
1644430081,3580,2016-04-25
1644430081,9919,2016-04-26
1644430081,3032,2016-04-27
1644430081,9405,2016-04-28
1644430081,3176,2016-04-29
1644430081,18213,2016-04-30
1644430081,6132,2016-05-01
1644430081,3758,2016-05-02
1644430081,12850,2016-05-03
1644430081,2309,2016-05-04
1644430081,4363,2016-05-05
1644430081,9787,2016-05-06
1644430081,13372,2016-05-07
1644430081,6724,2016-05-08
1644430081,6643,2016-05-09
1644430081,9167,2016-05-10
1644430081,1329,2016-05-11
1844505072,6697,2016-04-12
1844505072,4929,2016-04-13
1844505072,7937,2016-04-14
1844505072,3844,2016-04-15
1844505072,3414,2016-04-16
1844505072,4525,2016-04-17
1844505072,4597,2016-04-18
1844505072,197,2016-04-19
1844505072,8,2016-04-20
1844505072,8054,2016-04-21
1844505072,5372,2016-04-22
1844505072,3570,2016-04-23
1844505072,0,2016-04-24
1844505072,0,2016-04-25
1844505072,0,2016-04-26
1844505072,4,2016-04-27
1844505072,6907,2016-04-28
1844505072,4920,2016-04-29
1844505072,4014,2016-04-30
1844505072,2573,2016-05-01
1844505072,0,2016-05-02
1844505072,4059,2016-05-03
1844505072,2080,2016-05-04
1844505072,2237,2016-05-05
1844505072,44,2016-05-06
1844505072,0,2016-05-07
1844505072,0,2016-05-08
1844505072,0,2016-05-09
1844505072,0,2016-05-10
1844505072,0,2016-05-11
1844505072,0,2016-05-12
1927972279,678,2016-04-12
1927972279,356,2016-04-13
1927972279,2163,2016-04-14
1927972279,980,2016-04-15
1927972279,0,2016-04-16
1927972279,0,2016-04-17
1927972279,244,2016-04-18
1927972279,0,2016-04-19
1927972279,0,2016-04-20
1927972279,0,2016-04-21
1927972279,149,2016-04-22
1927972279,2945,2016-04-23
1927972279,2090,2016-04-24
1927972279,152,2016-04-25
1927972279,3761,2016-04-26
1927972279,0,2016-04-27
1927972279,1675,2016-04-28
1927972279,0,2016-04-29
1927972279,0,2016-04-30
1927972279,2704,2016-05-01
1927972279,3790,2016-05-02
1927972279,1326,2016-05-03
1927972279,1786,2016-05-04
1927972279,0,2016-05-05
1927972279,2091,2016-05-06
1927972279,1510,2016-05-07
1927972279,0,2016-05-08
1927972279,0,2016-05-09
1927972279,0,2016-05-10
1927972279,0,2016-05-11
1927972279,0,2016-05-12
2022484408,11875,2016-04-12
2022484408,12024,2016-04-13
2022484408,10690,2016-04-14
2022484408,11034,2016-04-15
2022484408,10100,2016-04-16
2022484408,15112,2016-04-17
2022484408,14131,2016-04-18
2022484408,11548,2016-04-19
2022484408,15112,2016-04-20
2022484408,12453,2016-04-21
2022484408,12954,2016-04-22
2022484408,6001,2016-04-23
2022484408,13481,2016-04-24
2022484408,11369,2016-04-25
2022484408,10119,2016-04-26
2022484408,10159,2016-04-27
2022484408,10140,2016-04-28
2022484408,10245,2016-04-29
2022484408,18387,2016-04-30
2022484408,10538,2016-05-01
2022484408,10379,2016-05-02
2022484408,12183,2016-05-03
2022484408,11768,2016-05-04
2022484408,11895,2016-05-05
2022484408,10227,2016-05-06
2022484408,6708,2016-05-07
2022484408,3292,2016-05-08
2022484408,13379,2016-05-09
2022484408,12798,2016-05-10
2022484408,13272,2016-05-11
2022484408,9117,2016-05-12
2026352035,4414,2016-04-12
2026352035,4993,2016-04-13
2026352035,3335,2016-04-14
2026352035,3821,2016-04-15
2026352035,2547,2016-04-16
2026352035,838,2016-04-17
2026352035,3325,2016-04-18
2026352035,2424,2016-04-19
2026352035,7222,2016-04-20
2026352035,2467,2016-04-21
2026352035,2915,2016-04-22
2026352035,12357,2016-04-23
2026352035,3490,2016-04-24
2026352035,6017,2016-04-25
2026352035,5933,2016-04-26
2026352035,6088,2016-04-27
2026352035,6375,2016-04-28
2026352035,7604,2016-04-29
2026352035,4729,2016-04-30
2026352035,3609,2016-05-01
2026352035,7018,2016-05-02
2026352035,5992,2016-05-03
2026352035,6564,2016-05-04
2026352035,12167,2016-05-05
2026352035,8198,2016-05-06
2026352035,4193,2016-05-07
2026352035,5528,2016-05-08
2026352035,10685,2016-05-09
2026352035,254,2016-05-10
2026352035,8580,2016-05-11
2026352035,8891,2016-05-12
2320127002,10725,2016-04-12
2320127002,7275,2016-04-13
2320127002,3973,2016-04-14
2320127002,5205,2016-04-15
2320127002,5057,2016-04-16
2320127002,6198,2016-04-17
2320127002,6559,2016-04-18
2320127002,5997,2016-04-19
2320127002,7192,2016-04-20
2320127002,3404,2016-04-21
2320127002,5583,2016-04-22
2320127002,5079,2016-04-23
2320127002,4165,2016-04-24
2320127002,3588,2016-04-25
2320127002,3409,2016-04-26
2320127002,1715,2016-04-27
2320127002,1532,2016-04-28
2320127002,924,2016-04-29
2320127002,4571,2016-04-30
2320127002,772,2016-05-01
2320127002,3634,2016-05-02
2320127002,7443,2016-05-03
2320127002,1201,2016-05-04
2320127002,5202,2016-05-05
2320127002,4878,2016-05-06
2320127002,7379,2016-05-07
2320127002,5161,2016-05-08
2320127002,3090,2016-05-09
2320127002,6227,2016-05-10
2320127002,6424,2016-05-11
2320127002,2661,2016-05-12
2347167796,10113,2016-04-12
2347167796,10352,2016-04-13
2347167796,10129,2016-04-14
2347167796,10465,2016-04-15
2347167796,22244,2016-04-16
2347167796,5472,2016-04-17
2347167796,8247,2016-04-18
2347167796,6711,2016-04-19
2347167796,10999,2016-04-20
2347167796,10080,2016-04-21
2347167796,7804,2016-04-22
2347167796,16901,2016-04-23
2347167796,9471,2016-04-24
2347167796,9482,2016-04-25
2347167796,5980,2016-04-26
2347167796,11423,2016-04-27
2347167796,5439,2016-04-28
2347167796,42,2016-04-29
2873212765,8796,2016-04-12
2873212765,7618,2016-04-13
2873212765,7910,2016-04-14
2873212765,8482,2016-04-15
2873212765,9685,2016-04-16
2873212765,2524,2016-04-17
2873212765,7762,2016-04-18
2873212765,7948,2016-04-19
2873212765,9202,2016-04-20
2873212765,8859,2016-04-21
2873212765,7286,2016-04-22
2873212765,9317,2016-04-23
2873212765,6873,2016-04-24
2873212765,7373,2016-04-25
2873212765,8242,2016-04-26
2873212765,3516,2016-04-27
2873212765,7913,2016-04-28
2873212765,7365,2016-04-29
2873212765,8452,2016-04-30
2873212765,7399,2016-05-01
2873212765,7525,2016-05-02
2873212765,7412,2016-05-03
2873212765,8278,2016-05-04
2873212765,8314,2016-05-05
2873212765,7063,2016-05-06
2873212765,4940,2016-05-07
2873212765,8168,2016-05-08
2873212765,7726,2016-05-09
2873212765,8275,2016-05-10
2873212765,6440,2016-05-11
2873212765,7566,2016-05-12
3372868164,4747,2016-04-12
3372868164,9715,2016-04-13
3372868164,8844,2016-04-14
3372868164,7451,2016-04-15
3372868164,6905,2016-04-16
3372868164,8199,2016-04-17
3372868164,6798,2016-04-18
3372868164,7711,2016-04-19
3372868164,4880,2016-04-20
3372868164,8857,2016-04-21
3372868164,3843,2016-04-22
3372868164,7396,2016-04-23
3372868164,6731,2016-04-24
3372868164,5995,2016-04-25
3372868164,8283,2016-04-26
3372868164,7904,2016-04-27
3372868164,5512,2016-04-28
3372868164,9135,2016-04-29
3372868164,5250,2016-04-30
3372868164,3077,2016-05-01
3977333714,8856,2016-04-12
3977333714,10035,2016-04-13
3977333714,7641,2016-04-14
3977333714,9010,2016-04-15
3977333714,13459,2016-04-16
3977333714,10415,2016-04-17
3977333714,11663,2016-04-18
3977333714,12414,2016-04-19
3977333714,11658,2016-04-20
3977333714,6093,2016-04-21
3977333714,8911,2016-04-22
3977333714,12058,2016-04-23
3977333714,14112,2016-04-24
3977333714,11177,2016-04-25
3977333714,11388,2016-04-26
3977333714,7193,2016-04-27
3977333714,7114,2016-04-28
3977333714,10645,2016-04-29
3977333714,13238,2016-04-30
3977333714,10414,2016-05-01
3977333714,16520,2016-05-02
3977333714,14335,2016-05-03
3977333714,13559,2016-05-04
3977333714,12312,2016-05-05
3977333714,11677,2016-05-06
3977333714,11550,2016-05-07
3977333714,13585,2016-05-08
3977333714,14687,2016-05-09
3977333714,13072,2016-05-10
3977333714,746,2016-05-11
4020332650,8539,2016-04-12
4020332650,0,2016-04-13
4020332650,108,2016-04-14
4020332650,1882,2016-04-15
4020332650,1982,2016-04-16
4020332650,16,2016-04-17
4020332650,62,2016-04-18
4020332650,0,2016-04-19
4020332650,0,2016-04-20
4020332650,0,2016-04-21
4020332650,0,2016-04-22
4020332650,0,2016-04-23
4020332650,0,2016-04-24
4020332650,0,2016-04-25
4020332650,0,2016-04-26
4020332650,0,2016-04-27
4020332650,0,2016-04-28
4020332650,0,2016-04-29
4020332650,0,2016-04-30
4020332650,0,2016-05-01
4020332650,475,2016-05-02
4020332650,4496,2016-05-03
4020332650,10252,2016-05-04
4020332650,11728,2016-05-05
4020332650,4369,2016-05-06
4020332650,6132,2016-05-07
4020332650,5862,2016-05-08
4020332650,4556,2016-05-09
4020332650,5546,2016-05-10
4020332650,3689,2016-05-11
4020332650,590,2016-05-12
4057192912,5394,2016-04-12
4057192912,5974,2016-04-13
4057192912,0,2016-04-14
4057192912,3984,2016-04-15
4319703577,7753,2016-04-12
4319703577,8204,2016-04-13
4319703577,10210,2016-04-14
4319703577,5664,2016-04-15
4319703577,4744,2016-04-16
4319703577,29,2016-04-17
4319703577,2276,2016-04-18
4319703577,8925,2016-04-19
4319703577,8954,2016-04-20
4319703577,3702,2016-04-21
4319703577,4500,2016-04-22
4319703577,4935,2016-04-23
4319703577,4081,2016-04-24
4319703577,9259,2016-04-25
4319703577,9899,2016-04-26
4319703577,10780,2016-04-27
4319703577,10817,2016-04-28
4319703577,7990,2016-04-29
4319703577,8221,2016-04-30
4319703577,1251,2016-05-01
4319703577,9261,2016-05-02
4319703577,9648,2016-05-03
4319703577,10429,2016-05-04
4319703577,13658,2016-05-05
4319703577,9524,2016-05-06
4319703577,7937,2016-05-07
4319703577,3672,2016-05-08
4319703577,10378,2016-05-09
4319703577,9487,2016-05-10
4319703577,9129,2016-05-11
4319703577,17,2016-05-12
4388161847,10122,2016-04-12
4388161847,10993,2016-04-13
4388161847,8863,2016-04-14
4388161847,8758,2016-04-15
4388161847,6580,2016-04-16
4388161847,4660,2016-04-17
4388161847,11009,2016-04-18
4388161847,10181,2016-04-19
4388161847,10553,2016-04-20
4388161847,10055,2016-04-21
4388161847,12139,2016-04-22
4388161847,13236,2016-04-23
4388161847,10243,2016-04-24
4388161847,12961,2016-04-25
4388161847,9461,2016-04-26
4388161847,11193,2016-04-27
4388161847,10074,2016-04-28
4388161847,9232,2016-04-29
4388161847,12533,2016-04-30
4388161847,10255,2016-05-01
4388161847,10096,2016-05-02
4388161847,12727,2016-05-03
4388161847,12375,2016-05-04
4388161847,9603,2016-05-05
4388161847,13175,2016-05-06
4388161847,22770,2016-05-07
4388161847,17298,2016-05-08
4388161847,10218,2016-05-09
4388161847,10299,2016-05-10
4388161847,10201,2016-05-11
4388161847,3369,2016-05-12
4445114986,3276,2016-04-12
4445114986,2961,2016-04-13
4445114986,3974,2016-04-14
4445114986,7198,2016-04-15
4445114986,3945,2016-04-16
4445114986,2268,2016-04-17
4445114986,6155,2016-04-18
4445114986,2064,2016-04-19
4445114986,2072,2016-04-20
4445114986,3809,2016-04-21
4445114986,6831,2016-04-22
4445114986,4363,2016-04-23
4445114986,5002,2016-04-24
4445114986,3385,2016-04-25
4445114986,6326,2016-04-26
4445114986,7243,2016-04-27
4445114986,4493,2016-04-28
4445114986,4676,2016-04-29
4445114986,6222,2016-04-30
4445114986,5232,2016-05-01
4445114986,6910,2016-05-02
4445114986,7502,2016-05-03
4445114986,2923,2016-05-04
4445114986,3800,2016-05-05
4445114986,4514,2016-05-06
4445114986,5183,2016-05-07
4445114986,7303,2016-05-08
